UBIGEO,DISTRITO,PROVINCIA,DEPARTAMENTO,NOMBRE LOCAL,INSTALACION DEPORTIVA,TIPO INSTALACION,TIPO AP,ESPACIOS DEPORTIVOS,DISCIPLINAS DEPORTIVAS,FUNCIONAMIENTO,PLANIFICADA PARA INTERVENCIÓN,COORDENADAS X,COORDENADAS Y,CRITERIO TECNICO,PROBLEMAS ESTRUCTURALES,RIESGO DE COLAPSO,NO CORRESPONDE A MANTENIMIENTO,ESPACIOS DEPORTIVOS INADECUADOS,REQUIIERE REEMPLAZO,EDIFICACION INADECUADA,MOTIVO,ESTADO CONSERVACIÓN BLOQUE,ESTADO SITUACIONAL,ESPACIOS COMPLEMENTARIOS,INSTALACIONES DEPORTIVAS,CONDICION DEL BIEN,ADM,NOMBRE PREDIO,TIPO DEL BIEN,USO GENERICO,USO ESPECIFICO,DIRECCION,AREA (M2),TIPO DOCUMENTO REGISTRAL,NÚMERO DOCUMENTO REGISTRAL,CONDICION SANEAMIENTO,TIPO  CARGAS,BASE,DIRECCION PREDIO,NOMBRE EDIFICACION,TIPO INFRAESTRUCTURA,AREA M2,PROPIETARIO,ADMINISTRACION,PARTIDA ELECTRONICA,SANEADO,CONVENIO,CLASIFICA PREDIO CONVENIO,ENTIDAD,ESTADO CONVENIO,TIPO PREDIO,DESCRIPCION,ESTADO PREDIO,FVEN ITSE,ESTADO ITSE,PROGRAMA LA ACADEMIA,BASE2,DIRECCION PREDIO2,NOMBRE EDIFICACION2,PRIORIZADA,TIPO,RESPONSABLE,ESPECIALIDAD,NRO APOYO,AREA,ITSE,FECHA LIMITE,PROGRAMA LA ACADEMIA2,ESPECTADORES,DEPORTES,ESTADO INFRAESTRUCTURA,MTTO,OBSERVACIONES,DIAGNOSTICO,AÑO,PROY.,CODIGO UNICO IDEA,SNIP
240101,TUMBES,TUMBES,TUMBES,COLISEO TUMPIS,INSTALACION DEPORTIVA DE COMPETENCIA,COMPLEJO DEPORTIVO RECREATIVO,COMPLEJO DEPORTIVO RECREATIVO,CAMPO MENOR MULTIDEPORTIVO,"VOLEIBOL, BASQUETBOL, FULBITO",SI,NO,"-80,45437411","-3,560579322",NO,SI,SI,SI,NO,SI,,,INADECUADO,LOSA DEPORTIVA,BUEN ESTADO,TIENE ESPACIO LIBRE.,PROPIO,PREDIOS QUE ADMINISTRA EL IPD A NIVEL NACIONAL,COLISEO TUMPIS,EDIFICIO COMPLETO / OTRAS EDIFICACIONES COMPLETAS,AREA DEPORTIVA,COLISEO,AV. TUMBES Y PROLONG. LOS TUMPIS,"4512,18",PARTIDA ELECTRÓNICA,11008072,SI,NO TIENE,UCR,AV. TUMBES Y PROLONG. LOS TUMPIS,COLISEO TUMPIS,COLISEO,"4512,18",IPD,IPD,11008072,SI,SIN CONVENIO,SIN CONVENIO ADM POR IPD,NO APLICA,NO APLICA,INFRAESTRUCTURA,● LOSA MULTIUSO,REGULAR,,SIN ITSE,SI,MNTO,AV. TUMBES Y PROLONG. LOS TUMPIS,COLISEO TUMPIS,NO,REGIONES,ALESSANDRA LOPEZ,INGENIERA CIVIL,02UM,,SIN ITSE,,,,,,,,NO HAY DIAGNOSTICO,,NO HAY PROYECTO,,
250105,YARINACOCHA,CORONEL PORTILLO,UCAYALI,ESTADIO JORGE FOREST FOREST DE YARINACOCHA,INSTALACION DEPORTIVA DE COMPETENCIA,ESTADIO DE FUTBOL Y PISTA DE ATLETISMO,ESTADIO,"CAMPO DEPORTIVO DE FUTBOL (01), PISTA DE ATLETISMO (01)","FUTBOL , ATLETISMO",SI,SI,"-74,57149649","-8,358440525",SI,SI,SI,SI,SI,SI,SI,"CONSTRUCCIÓN ANTIGUA, FALTA DE MANTENIMIENTO.",INADECUADO,"PISTA DE ATLETISMO REQUIERE INTERVENCION CON UNA NUEVA CON MATERIALES RESISTENTES Y DRENAJE ADECUADO,","TRUBUNAS ANTIGUAS, REQUIERE CONSTRUCCION DE UNAS NUEVAS, SERVICIOS HIGUIENICOS NECESITAN INTERVENCION Y MANTENIMIENTO.","PISTA DE ATLETISMO DE TIERRA, SE REQUIERE INTERVENCION EN PISTA DE ATLETISMO . CAMPO DE FUTBOL DE GRASS NATURAL, SE REQUIERE MANTENIMIENTO. CAMPO DE FUTBOL DE GRASS SINTETICO.",PROPIO,PREDIOS QUE ADMINISTRA EL IPD A NIVEL NACIONAL,ESTADIO JORGE FOREST FOREST DE YARINACOCHA,EDIFICIO COMPLETO / OTRAS EDIFICACIONES COMPLETAS,AREA DEPORTIVA,ESTADIO,AV. YARINACOCHA S/N,"144722,9",PARTIDA ELECTRÓNICA,P19008163,SI,NO TIENE,UCR,AV. YARINACOCHA S/N,ESTADIO JORGE FOREST FOREST DE YARINACOCHA,ESTADIO,"144722,9",IPD,IPD,P19008163,SI,SIN CONVENIO,SIN CONVENIO ADM POR IPD,NO APLICA,NO APLICA,INFRAESTRUCTURA,● CAMPO DE FUTBOL                                      ●PISTA ATLETICA,REGULAR,,SIN ITSE,SI,MNTO,AV. YARINACOCHA S/N,ESTADIO JORGE FOREST FOREST DE YARINACOCHA,NO,REGIONES,MARTIN LOPEZ,ARQUITECTO,03UM,,SIN ITSE,,,,,,,,NO HAY DIAGNOSTICO,,NO HAY PROYECTO,,
240101,TUMBES,TUMBES,TUMBES,PISCINA EDUARDO ARRIETA ORJEDA,INSTALACION DEPORTIVA DE COMPETENCIA,PISCINA SEMIOLIMPICA,PISCINA,PISCINA OLIMPICA,NATACION,NO,NO,"-80,45410931","-3,566857472",NO,SI,SI,SI,NO,SI,,,INADECUADO,PISCINA OLIMPICA,REGULAR ESTADO,SE NECESITA QUE SE INTERVENGA,PROPIO,PREDIOS QUE ADMINISTRA EL IPD A NIVEL NACIONAL,PISCINA EDUARDO ARRIETA ORDEJA,EDIFICIO COMPLETO / OTRAS EDIFICACIONES COMPLETAS,AREA DEPORTIVA,PISCINA,AV. MARISCAL CASTILLA 853,"4069,78",PARTIDA ELECTRÓNICA,11009392,SI,NO TIENE,UCR,AV. MARISCAL CASTILLA 853,PISCINA EDUARDO ARRIETA ORJEDA,PISCINA,"4069,78",IPD,IPD,11009392,SI,CONVENIO N° 016-2017,CONVENIO ADM POR IPD,GORE TUMBES,NO VIGENTE,INFRAESTRUCTURA,"● PISCINA OLIMPICA                                                            
● PATERA PARA NIÑOS                   
● AMBIENTE PARA LUCHA AMATEUR",MALO,,SIN ITSE,SI,MNTO,AV. MARISCAL CASTILLA 853,PISCINA EDUARDO ARRIETA ORJEDA,NO,REGIONES,ALESSANDRA LOPEZ,INGENIERA CIVIL,02UM,,SIN ITSE,,,,,,,,NO HAY DIAGNOSTICO,,NO HAY PROYECTO,,
240101,TUMBES,TUMBES,TUMBES,PISCINA EDUARDO ARRIETA ORJEDA,INSTALACION DEPORTIVA Y/O RECREATIVA,PISCINA,PISCINA,PISCINA RECREATIVA,NATACION,NO,NO,"-80,45410931","-3,566857472",NO,SI,SI,SI,NO,SI,,,INADECUADO,PISCINA RECREATIVA,REGULAR ESTADO,SE NECESITA QUE SE INTERVENGA,PROPIO,PREDIOS QUE ADMINISTRA EL IPD A NIVEL NACIONAL,PISCINA EDUARDO ARRIETA ORDEJA,EDIFICIO COMPLETO / OTRAS EDIFICACIONES COMPLETAS,AREA DEPORTIVA,PISCINA,AV. MARISCAL CASTILLA 853,"4069,78",PARTIDA ELECTRÓNICA,11009392,SI,NO TIENE,UCR,AV. MARISCAL CASTILLA 853,PISCINA EDUARDO ARRIETA ORJEDA,PISCINA,"4069,78",IPD,IPD,11009392,SI,CONVENIO N° 016-2017,CONVENIO ADM POR IPD,GORE TUMBES,NO VIGENTE,INFRAESTRUCTURA,"● PISCINA OLIMPICA                                                            
● PATERA PARA NIÑOS                   
● AMBIENTE PARA LUCHA AMATEUR",MALO,,SIN ITSE,SI,MNTO,AV. MARISCAL CASTILLA 853,PISCINA EDUARDO ARRIETA ORJEDA,NO,REGIONES,ALESSANDRA LOPEZ,INGENIERA CIVIL,02UM,,SIN ITSE,,,,,,,,NO HAY DIAGNOSTICO,,NO HAY PROYECTO,,
240101,TUMBES,TUMBES,TUMBES,PISCINA EDUARDO ARRIETA ORJEDA,Cargando...,COMPLEJO DEPORTIVO RECREATIVO,COMPLEJO DEPORTIVO RECREATIVO,"SALAS DE PRACTICA DEPORTIVA DE JUDO, TENIS DE MESA, LEVANTAMIENTO DE PESAS (SALAS FEDERATIVAS)","JUDO, TENIS DE MESA, LEVANTAMIENTO DE PESAS",SI,NO,"-80,45410931","-3,566857472",NO,SI,SI,SI,SI,SI,SI,"LA PISCINA OLIMPICA EDUARDO ARRIETA ORJEDA EL 99.9% LA LOSETA SE ENCUENTRAN ROTAS Y EL FONDO DE LA PISCINA SE A LEVANTADO, ACTUALMENTE SE ESCUENTRA SIN AGUA, YA QUE NO PRESTA LAS GARANTIAS PARA LA PRÁCTICA DE LA DISCIPLINA.",INADECUADO,ESPACIOS DEPORTIVOS,MAL ESTADO,SE NECESITA QUE SE INTERVENGA,PROPIO,PREDIOS QUE ADMINISTRA EL IPD A NIVEL NACIONAL,PISCINA EDUARDO ARRIETA ORDEJA,EDIFICIO COMPLETO / OTRAS EDIFICACIONES COMPLETAS,AREA DEPORTIVA,PISCINA,AV. MARISCAL CASTILLA 853,"4069,78",PARTIDA ELECTRÓNICA,11009392,SI,NO TIENE,UCR,AV. MARISCAL CASTILLA 853,PISCINA EDUARDO ARRIETA ORJEDA,PISCINA,"4069,78",IPD,IPD,11009392,SI,CONVENIO N° 016-2017,CONVENIO ADM POR IPD,GORE TUMBES,NO VIGENTE,INFRAESTRUCTURA,"● PISCINA OLIMPICA                                                            
● PATERA PARA NIÑOS                   
● AMBIENTE PARA LUCHA AMATEUR",MALO,,SIN ITSE,SI,MNTO,AV. MARISCAL CASTILLA 853,PISCINA EDUARDO ARRIETA ORJEDA,NO,REGIONES,ALESSANDRA LOPEZ,INGENIERA CIVIL,02UM,,SIN ITSE,,,,,,,,NO HAY DIAGNOSTICO,,NO HAY PROYECTO,,
040702,COCACHACRA,ISLAY,AREQUIPA,ESTADIO DE COCACHACRA BENIGNO PEREZ MALAGA,INSTALACION DEPORTIVA DE COMPETENCIA,ESTADIO DE FUTBOL,ESTADIO DE FUTBOL,CAMPO DEPORTIVO DE FUTBOL,FUTBOL,SI,NO,"-71,76620168","-17,09052421",NO,NO,NO,NO,NO,NO,NO,,ADECUADO,PROCESO DE TRANSFERENCIA A LA MUNICIPALIDAD DISTRITAL DE COCACHACRA (,PROCESO DE TRANSFERENCIA A LA MUNICIPALIDAD DISTRITAL DE COCACHACRA,SE SOLICITA DE CARACTER URGENTE LA ACELERACION DE DICHA TRANSFERENCIA,,,,,,,,,,,,,UCR,"CALLE PROGRESO, CALLE VIII-COCACHARCA",ESTADIO DE COCACHACRA - BENIGNO PEREZ MALAGA,ESTADIO,"17902,27",ESTADO-IPD,MUNICIPALIDAD DISTRITAL DE COCACHACRA (PROCESO DE REVERSIÓN),12003616,SI,SIN CONVENIO,SIN CONVENIO ADM POR OTRAS INSTITUCIONES,NO APLICA,NO APLICA,INFRAESTRUCTURA,NO APLICA,MALO,,SIN ITSE,NO ESPECIFICA,MNTO,"CALLE PROGRESO, CALLE VIII-COCACHARCA",ESTADIO DE COCACHACRA - BENIGNO PEREZ MALAGA,NO,REGIONES,ALESSANDRA LOPEZ,INGENIERA CIVIL,02UM,17902.27,SIN ITSE,,,,,,,,NO HAY DIAGNOSTICO,,NO HAY PROYECTO,,
110101,ICA,ICA,ICA,COMPLEJO DEPORTIVO SAN ISIDRO,INSTALACION DEPORTIVA Y/O RECREATIVA,COMPLEJO DEPORTIVO RECREATIVO,COMPLEJO DEPORTIVO RECREATIVO,"PISCINA SEMIOLIMPICA

SALA DE PRACTICA DEPORTIVA DE GIMNASIO (SALAS FEDERATIVAS)

2 CAMPOS DEPORTIVOS, CAMPO MENOR MULTIDEPORTIVO, CAMPO MENOR DE TENIS DE CAMPO, 2 CAMPOS MENORES DE FULBITO","NATACION

MUSCULATURA

FUTBOL, FULBITO, TENIS DE CAMPO",SI,,"-75,73368613","-14,07353263",,,,,,,,,,,,EN MALAS CONDICIONES Y SE HIZO ENTREGA EL 06 DE MAYO DE 2025 AL GOBIERNO REGIONAL DE ICA,,,,,,,Cargando...,,,,,,UCR,JR. ELIAS Y AV. CUTERVO,COMPLEJO DEPORTIVO SAN ISIDRO,COMPLEJO DEPORTIVO,"45148,38",GOBIERNO REGIONAL DE ICA,GORE ICA,11020499,SI,CONVENIO N° 018-2013,CONVENIO ADM POR OTRAS INSTITUCIONES,GORE ICA,NO VIGENTE,INFRAESTRUCTURA,"● 02 LOSAS SUPERPLANAS                           
● 02 LOSAS DE VOLEYBOL                           
● 02 LOSAS  BASQUETBOL                                                   ● CAMPO DE TENIS                                                   
● PISCINA SEMIOLIMPICA                                                                                   ● 02 CAMPO DE FUTBOL",REGULAR,,SIN ITSE,NO,MNTO,JR. ELIAS Y AV. CUTERVO,COMPLEJO DEPORTIVO SAN ISIDRO,NO,REGIONES,JUAN CARLOS CHINEN,ARQUITECTO,07UM,45148.4,SIN ITSE,,NO,12000,"FUTBOL, NATACIÓN, GIMNASIA, ATLETISMO, VOLEY BASQUET, AJEDREZ, TENIS, FRONTÓN",RECONSTRUCCIÓN TOTAL,NO NECESITA MTTO.,EN MALAS CONDICIONES Y SE HIZO ENTREGA EL 06 DE MAYO DE 2025 AL GOBIERNO REGIONAL DE ICA,NO HAY DIAGNOSTICO,,"OXI - MEJORAMIENTO DEL SERVICIO DE PRACTIA DEPORTIVA Y/O RECREATIVA EN INSTALACIONES DEL COMPLEJO DE SAN ISIDRO — DISTRITO DE ICA, PROVINCIA DE ICA, DEPARTAMENTO DE ICA",2577980,
040201,CAMANA,CAMANA,AREQUIPA,MINI COMPLEJO LA PISCINA,Cargando...,PISCINA,PISCINA,PISCINA RECREATIVA,NATACION,SI,NO,"-72,71039993","-16,62788894",NO,NO,NO,NO,NO,NO,NO,,ADECUADO,ADMINISTRADO POR LA MUNICIPALIDAD PROVINCIAL DE CAMANA,ADMINISTRADO POR LA MUNICIPALIDAD PROVINCIAL DE CAMANA,ADMINISTRADO POR LA MUNICIPALIDAD PROVINCIAL DE CAMANA,CON ADMINISTRACION GRATUITA,PREDIOS QUE ADMINISTRA EL IPD A NIVEL NACIONAL,MINICOMPLEJO LA PISCINA,EDIFICIO COMPLETO / OTRAS EDIFICACIONES COMPLETAS,AREA DEPORTIVA,MINICOMPLEJO,"TENIENTE FERRER S/N Y AV. MARISCAL CASTILLA, CENTRO POBLADO CAMANA, LOTE 1 MZ C1","3492,08",PARTIDA ELECTRÓNICA,P06167257,SI,AFECTACION EN USO,UCR,TENIENTE FERRER S/N Y AV. MARISCAL CASTILLA,MINICOMPLEJO LA PISCINA,COMPLEJO DEPORTIVO,"3492,08",ESTADO-SBN,MUNICIPALIDAD PROVINCIAL DE CAMANÁ (CONVENIO RESUELTO),P06167257,SI,SIN CONVENIO,SIN CONVENIO ADM POR OTRAS INSTITUCIONES,NO APLICA,NO APLICA,INFRAESTRUCTURA,"● CAMPO DE FULBITO(GRASS SINTETICO)                                                  ●PISCINA                                                
●LOSA DEPORTIVA",MALO,,SIN ITSE,NO ESPECIFICA,MNTO,TENIENTE FERRER S/N Y AV. MARISCAL CASTILLA,MINICOMPLEJO LA PISCINA,NO,REGIONES,ALESSANDRA LOPEZ,INGENIERA CIVIL,02UM,"581681,00",SIN ITSE,,,,,,,,NO HAY DIAGNOSTICO,,NO HAY PROYECTO,,
040201,CAMANA,CAMANA,AREQUIPA,MINI COMPLEJO LA PISCINA,INSTALACION DEPORTIVA Y/O RECREATIVA,COMPLEJO DEPORTIVO RECREATIVO,COMPLEJO DEPORTIVO RECREATIVO,"CAMPO MENOR DE FUTSAL, CAMPO MENOR DE FULBITO","FULBITO, FUTSAL",SI,NO,"-72,71039993","-16,62788894",NO,NO,NO,NO,NO,NO,NO,,ADECUADO,Cargando...,ADMINISTRADO POR LA MUNICIPALIDAD PROVINCIAL DE CAMANA,ADMINISTRADO POR LA MUNICIPALIDAD PROVINCIAL DE CAMANA,CON ADMINISTRACION GRATUITA,PREDIOS QUE ADMINISTRA EL IPD A NIVEL NACIONAL,MINICOMPLEJO LA PISCINA,EDIFICIO COMPLETO / OTRAS EDIFICACIONES COMPLETAS,AREA DEPORTIVA,MINICOMPLEJO,"TENIENTE FERRER S/N Y AV. MARISCAL CASTILLA, CENTRO POBLADO CAMANA, LOTE 1 MZ C1","3492,08",PARTIDA ELECTRÓNICA,P06167257,SI,AFECTACION EN USO,UCR,TENIENTE FERRER S/N Y AV. MARISCAL CASTILLA,MINICOMPLEJO LA PISCINA,COMPLEJO DEPORTIVO,"3492,08",ESTADO-SBN,MUNICIPALIDAD PROVINCIAL DE CAMANÁ (CONVENIO RESUELTO),P06167257,SI,SIN CONVENIO,SIN CONVENIO ADM POR OTRAS INSTITUCIONES,NO APLICA,NO APLICA,INFRAESTRUCTURA,"● CAMPO DE FULBITO(GRASS SINTETICO)                                                  ●PISCINA                                                
●LOSA DEPORTIVA",MALO,,SIN ITSE,NO ESPECIFICA,MNTO,TENIENTE FERRER S/N Y AV. MARISCAL CASTILLA,MINICOMPLEJO LA PISCINA,NO,REGIONES,ALESSANDRA LOPEZ,INGENIERA CIVIL,02UM,"581681,00",SIN ITSE,,,,,,,,NO HAY DIAGNOSTICO,,NO HAY PROYECTO,,
140201,FERREÑAFE,FERREÑAFE,LAMBAYEQUE,MINI COMPLEJO DEPORTIVO FERRENAFE,INSTALACION DEPORTIVA Y/O RECREATIVA,POLIDEPORTIVO RECREATIVO,COMPLEJO DEPORTIVO RECREATIVO,3 LOSAS DEPORTIVA MULTIUSO,"VOLEIBOL, BASQUETBOL, FULBITO",NO,,"-79,7898","-6,649013",NO,SI,NO,SI,SI,SI,NO,,INADECUADO,"LAS LOSAS DEPORTIVAS ESTAS RESQUEBRAJADAS, ASI MISMO MANTENIMIENTO DE LOS TABLEROS Y ARCOS DE FUTBOL.","EL CERCO PERIMETRICO, SE ENCUENTRA PARA PINTADO INTERNO Y EXTERNO, CABE INDICAR QUE SOLO CONTAMOS CON SERVICIOS DE AGUA, ESTAMOS EN TRAMITES PARA EL SERVICIO DE ENERGIA ELECTICA","EN PROYECTO, PARA UN POLIDEPORTIVO",PROPIO,PREDIOS QUE ADMINISTRA EL IPD A NIVEL NACIONAL,MINICOMPLEJO DEPORTIVO FERRENAFE,EDIFICIO COMPLETO / OTRAS EDIFICACIONES COMPLETAS,AREA DEPORTIVA,MINICOMPLEJO,LOTIZACION LOS PORTALES MZ. Q LOTE 1,7380,PARTIDA ELECTRÓNICA,2028421,SI,NO TIENE,UCR,LOTIZACION LOS PORTALES MZ. Q LOTE 1,MINICOMPLEJO DEPORTIVO FERREÑAFE,COMPLEJO DEPORTIVO,7380,IPD,IPD,2028421,SI,SIN CONVENIO,SIN CONVENIO ADM POR IPD,NO APLICA,NO APLICA,INFRAESTRUCTURA,"● 03 LOSAS DEPORTIVAS                           
● PISTA ATLETICA",REGULAR,,SIN ITSE,NO,MNTO,LOTIZACION LOS PORTALES MZ. Q LOTE 1,MINICOMPLEJO DEPORTIVO FERRENAFE,NO,REGIONES,MARTIN LOPEZ,ARQUITECTO,03UM,,SIN ITSE,,,,,,,,NO HAY DIAGNOSTICO,,"SI, PROYECTO DE POLIDEPORTIVO DE 02 MODULOS",357851,
130401,CHEPEN,CHEPEN,LA LIBERTAD,COLISEO CERRADO DE CHEPEN,INSTALACION DEPORTIVA DE COMPETENCIA,COLISEO,COLISEO,CAMPO MENOR MULTIDEPORTIVO,"FULBITO, VOLEIBOL,AJEDREZ, BALONMANO, BASQUETBOL",SI,NO,"-79,43331418","-7,221863901",NO,SI,SI,NO,SI,SI,NO,,INADECUADO,TECHO SE ENCUENTRA PARA DAR MANTENIMIENTO,MEJORAR AMBIENTES DE ALMACENAMIENTO Y OTROS,- - - - - - - - -,PROPIO,PREDIOS QUE ADMINISTRA EL IPD A NIVEL NACIONAL,COLISEO CERRADO CHEPEN,EDIFICIO COMPLETO / OTRAS EDIFICACIONES COMPLETAS,AREA DEPORTIVA,COLISEO,PROLONG. MANCO CAPAC S/N,"5980,42",PARTIDA ELECTRÓNICA,11003196,SI,NO TIENE,UCR,PROLONG. MANCO CAPAC S/N,COLISEO CERRADO CHEPEN,COLISEO,"5980,42",IPD,IPD,11003196,SI,SIN CONVENIO,SIN CONVENIO ADM POR IPD,NO APLICA,NO APLICA,INFRAESTRUCTURA,"● CAMPO DE FUTBOL   
● LOSA DEPORTIVA",MALO,,SIN ITSE,NO,MNTO,PROLONG. MANCO CAPAC S/N,COLISEO CERRADO CHEPEN,SI,REGIONES,ALESSANDRA LOPEZ,INGENIERA CIVIL,02UM,5980.42,SIN ITSE,,,,,,,,NO HAY DIAGNOSTICO,,NO HAY PROYECTO,,
130401,CHEPEN,CHEPEN,LA LIBERTAD,COLISEO CERRADO DE CHEPEN,Cargando...,COMPLEJO DEPORTIVO RECREATIVO,COMPLEJO DEPORTIVO RECREATIVO,CAMPO DEPORTIVO,FUTBOL,SI,NO,"-79,43331418","-7,221863901",NO,SI,SI,SI,NO,SI,NO,,INADECUADO,GRAS SINTETICO DEBE REHABILITARSE Y SUS LUCES,- - - - - - - - -,- - - - - - - - -,PROPIO,PREDIOS QUE ADMINISTRA EL IPD A NIVEL NACIONAL,COLISEO CERRADO CHEPEN,EDIFICIO COMPLETO / OTRAS EDIFICACIONES COMPLETAS,AREA DEPORTIVA,COLISEO,PROLONG. MANCO CAPAC S/N,"5980,42",PARTIDA ELECTRÓNICA,11003196,SI,NO TIENE,UCR,PROLONG. MANCO CAPAC S/N,COLISEO CERRADO CHEPEN,COLISEO,"5980,42",IPD,IPD,11003196,SI,SIN CONVENIO,SIN CONVENIO ADM POR IPD,NO APLICA,NO APLICA,INFRAESTRUCTURA,"● CAMPO DE FUTBOL   
● LOSA DEPORTIVA",MALO,,SIN ITSE,NO,MNTO,PROLONG. MANCO CAPAC S/N,COLISEO CERRADO CHEPEN,SI,REGIONES,ALESSANDRA LOPEZ,INGENIERA CIVIL,02UM,5980.42,SIN ITSE,,,,,,,,NO HAY DIAGNOSTICO,,NO HAY PROYECTO,,
221001,TOCACHE,TOCACHE,SAN MARTIN,TERRENO PARA MINICOMPLEJO DEPORTIVO TOCACHE,INSTALACION DEPORTIVA Y/O RECREATIVA,,NO DEFINIDO,NO DEFINIDO,,NO,,"-76,524901","-8,193415",,,,,,,,,,,,"SIN CERCO PERIMETRICO.INVASION DE TERCEROS CON VIVIENDAS CONSTRUIDAS, EN LA ACTUALIDAD ESTA CUSTODIA DE LA MUNICIPALIDAD PROVINCIAL DE TOCAHE",PROPIO,PREDIOS QUE ADMINISTRA EL IPD A NIVEL NACIONAL,MINICOMPLEJO DEPORTIVO TOCACHE,EDIFICIO COMPLETO / OTRAS EDIFICACIONES COMPLETAS,AREA DEPORTIVA,MINICOMPLEJO,AV. PERU S/N,56448,PARTIDA ELECTRÓNICA,11003380,SI,NO TIENE,UCR,AV. PERU S/N,MINICOMPLEJO DEPORTIVO TOCACHE,COMPLEJO DEPORTIVO,56448,IPD,MUNICIPALIDAD PROVINCIAL DE TOCACHE,11003380,SI,SIN CONVENIO,SIN CONVENIO ADM POR OTRAS INSTITUCIONES,MUNICIPALIDAD PROVINCIAL DE TOCACHE,NO VIGENTE,INFRAESTRUCTURA,NO APLICA,REGULAR,,SIN ITSE,NO,MNTO,AV. PERU S/N,MINICOMPLEJO DEPORTIVO TOCACHE,NO,REGIONES,MARTIN LOPEZ,ARQUITECTO,03UM,,SIN ITSE,,,,,,,,NO HAY DIAGNOSTICO,,NO HAY PROYECTO,,
150810,SANTA MARIA,HUAURA,LIMA PROVINCIA,,,,,,,,,,,,,,,,,,,,,,,PROPIO,PREDIOS QUE ADMINISTRA EL IPD A NIVEL NACIONAL,COMPLEJO DEPORTIVO SANTA MARIA DE HUACHO,EDIFICIO COMPLETO / OTRAS EDIFICACIONES COMPLETAS,AREA DEPORTIVA,COMPLEJO DEPORTIVO,AV. CENTENARIO S/N URB. SAN BARTOLOME,21200,PARTIDA ELECTRÓNICA,50085709,SI,NO TIENE,UCR,AV. CENTENARIO S/N URB. SAN BARTOLOME,COMPLEJO DEPORTIVO SANTA MARIA DE HUACHO,COMPLEJO DEPORTIVO,21200,IPD,IPD,50085709,SI,SIN CONVENIO,SIN CONVENIO ADM POR IPD,NO APLICA,NO APLICA,INFRAESTRUCTURA,● LOSA DEPORTIVA MULTIFUNCIONAL                                                                                  ● 07 LOSAS DEPORTIVAS                                               ● PISTA ATLETICA,REGULAR,,SIN ITSE,SI,MNTO,AV. CENTENARIO S/N URB. SAN BARTOLOME,COMPLEJO DEPORTIVO SANTA MARIA DE HUACHO,NO,REGIONES,,INGENIERA CIVIL,,"21200,00",SIN ITSE,,,,"FUTSAL, VOLEY, BASQUET, HANDBALL","OPERATIVO, FALTA MTTO.",MEJORAR SIST. DRENAJE DE TECHOS. MTTO. O CAMBIO DE VIDRIOS EN EL GIMNASIO. MTTO. DE REFLECTORES INTERNOS DEL COLISEO Y MTTO. A II.EE. MTTO. DE INODOROS Y GRIFERÍAS DE LOS LAVADEROS DE LOS SERVICIOS HIGIÉNICOS Y CAMERINOS. FALTA MTTO. PINTURA.,REPARAR AGUJEROS DE CANALETAS DE TECHO O CAMBIAR CANALETAS.,SI HAY DIAGNOSTICO,2025,SE NECESITA IMPLEMENTAR PISO DE POLIURETANO O SIMILAR DE 20 X 40 M. COMPETENCIAS REGIONALES.,,
