UBIGEO,DISTRITO,PROVINCIA,DEPARTAMENTO,NOMBRE LOCAL,INSTALACION DEPORTIVA,TIPO INSTALACION,TIPO AP,ESPACIOS DEPORTIVOS,DISCIPLINAS DEPORTIVAS,FUNCIONAMIENTO,PLANIFICADA PARA INTERVENCIÓN,COORDENADAS X,COORDENADAS Y,CRITERIO TECNICO,PROBLEMAS ESTRUCTURALES,RIESGO DE COLAPSO,NO CORRESPONDE A MANTENIMIENTO,ESPACIOS DEPORTIVOS INADECUADOS,REQUIIERE REEMPLAZO,EDIFICACION INADECUADA,MOTIVO,ESTADO CONSERVACIÓN BLOQUE,ESTADO SITUACIONAL,ESPACIOS COMPLEMENTARIOS,INSTALACIONES DEPORTIVAS,CONDICION DEL BIEN,ADM,NOMBRE PREDIO,TIPO DEL BIEN,USO GENERICO,USO ESPECIFICO,DIRECCION,AREA (M2),TIPO DOCUMENTO REGISTRAL,NÚMERO DOCUMENTO REGISTRAL,CONDICION SANEAMIENTO,TIPO  CARGAS,BASE,DIRECCION PREDIO,NOMBRE EDIFICACION,TIPO INFRAESTRUCTURA,AREA M2,PROPIETARIO,ADMINISTRACION,PARTIDA ELECTRONICA,SANEADO,CONVENIO,CLASIFICA PREDIO CONVENIO,ENTIDAD,ESTADO CONVENIO,TIPO PREDIO,DESCRIPCION,ESTADO PREDIO,FVEN ITSE,ESTADO ITSE,PROGRAMA LA ACADEMIA,BASE2,DIRECCION PREDIO2,NOMBRE EDIFICACION2,PRIORIZADA,TIPO,RESPONSABLE,ESPECIALIDAD,NRO APOYO,AREA,ITSE,FECHA LIMITE,PROGRAMA LA ACADEMIA2,ESPECTADORES,DEPORTES,ESTADO INFRAESTRUCTURA,MTTO,OBSERVACIONES,DIAGNOSTICO,AÑO,PROY.,CODIGO UNICO IDEA,SNIP
060101,CAJAMARCA,CAJAMARCA,CAJAMARCA,TERRENO CAMPO DEPORTIVO CHILCALOMA,INSTALACION DEPORTIVA Y/O RECREATIVA,,NO DEFINIDO,NO DEFINIDO,,NO,,"-78,57352","-7,113394",,,,,,,,,,,,ABIERTO SIN CERCO PERIMETRICO. CON PELIGRO DE INVASION,PROPIO,PREDIOS QUE ADMINISTRA EL IPD A NIVEL NACIONAL,TERRENO CAMPO DEPORTIVO CHILCALOMA,PREDIO SIN CERCAR,AREA DEPORTIVA,TERRENO,COMUNIDAD CHILLCALOMA,5400,PARTIDA ELECTRÓNICA,11073928,SI,NO TIENE,UCR,COMUNIDAD CHILLCALOMA,TERRENO CAMPO DEPORTIVO CHILCALOMA,TERRENO,5400,IPD,IPD,11073928,SI,SIN CONVENIO,SIN CONVENIO ADM POR IPD,NO APLICA,NO APLICA,TERRENO,NO APLICA,NO APLICA(TERRENO),,NO APLICA,NO ESPECIFICA,MNTO,,,,,,,,,,,,,,,,,,,,,
060101,CAJAMARCA,CAJAMARCA,CAJAMARCA,TERRENO CAMPO DEPORTIVO MATARACOCHA,INSTALACION DEPORTIVA Y/O RECREATIVA,,NO DEFINIDO,NO DEFINIDO,,NO,,"-78,561713","-7,125017",,,,,,,,,,,,ABIERTO SIN CERCO PERIMETRICO CON PELIGRO DE INVASION,PROPIO,PREDIOS QUE ADMINISTRA EL IPD A NIVEL NACIONAL,TERRENO CAMPO DEPORTIVO MATARACOCHA,PREDIO SIN CERCAR,AREA DEPORTIVA,TERRENO,COMUNIDAD DE MATARACOCHA,6000,PARTIDA ELECTRÓNICA,11074681,SI,NO TIENE,UCR,COMUNIDAD DE MATARACOCHA,TERRENO CAMPO DEPORTIVO MATARACOCHA,TERRENO,6000,IPD,IPD,11074681,SI,SIN CONVENIO,SIN CONVENIO ADM POR IPD,NO APLICA,NO APLICA,TERRENO,NO APLICA,NO APLICA(TERRENO),,NO APLICA,NO ESPECIFICA,MNTO,,,,,,,,,,,,,,,,,,,,,
060101,CAJAMARCA,CAJAMARCA,CAJAMARCA,TERRENO CAMPO DEPORTIVO PORCON ALTO,INSTALACION DEPORTIVA Y/O RECREATIVA,,NO DEFINIDO,NO DEFINIDO,,NO,,"-78,594072","-7,118555",,,,,,,,,,,,ABIERTO SIN CERCO PERIMETRICO. CON PELIGRO DE INVASION,PROPIO,PREDIOS QUE ADMINISTRA EL IPD A NIVEL NACIONAL,TERRENO CAMPO DEPORTIVO PORCON ALTO,PREDIO SIN CERCAR,AREA DEPORTIVA,TERRENO,"JR. CAJAMARCA, CENTRO POBLADO PORCON ALTO",4000,PARTIDA ELECTRÓNICA,11074877,SI,NO TIENE,UCR,CENTRO POBLADO PORCON ALTO,TERRENO CAMPO DEPORTIVO PORCON ALTO,TERRENO,4000,ESTADO-IPD,IPD,11074877,SI,SIN CONVENIO,SIN CONVENIO ADM POR IPD,NO APLICA,NO APLICA,TERRENO,NO APLICA,NO APLICA(TERRENO),,NO APLICA,NO ESPECIFICA,MNTO,,,,,,,,,,,,,,,,,,,,,
060101,CAJAMARCA,CAJAMARCA,CAJAMARCA,TERRENO CAMPO DEPORTIVO PORCON CHAQUISINIEGA,Cargando...,,NO DEFINIDO,NO DEFINIDO,,NO,,"-78,580481","-7,099492",,,,,,,,,,,,ABIERTO SIN CERCO PERIMETRICO. CON PELIGRO DE INVASION,PROPIO,PREDIOS QUE ADMINISTRA EL IPD A NIVEL NACIONAL,TERRENO CAMPO DEPORTIVO PORCON CHAQUISINIEGA,PREDIO SIN CERCAR,AREA DEPORTIVA,TERRENO,"CHAQUISINIEGA, C.P. PORCON CHAQUISINIEGA",3600,PARTIDA ELECTRÓNICA,11079467,SI,NO TIENE,UCR,CHAPISINIEGA,TERRENO CAMPO DEPORTIVO PORCON CHAQUISINIEGA,TERRENO,3600,ESTADO-IPD,IPD,11079467,SI,SIN CONVENIO,SIN CONVENIO ADM POR IPD,NO APLICA,NO APLICA,TERRENO,NO APLICA,NO APLICA(TERRENO),,NO APLICA,NO ESPECIFICA,MNTO,,,,,,,,,,,,,,,,,,,,,
060101,CAJAMARCA,CAJAMARCA,CAJAMARCA,TERRENO CAMPO DEPORTIVO PORCONCILLO ALTO,INSTALACION DEPORTIVA Y/O RECREATIVA,,NO DEFINIDO,NO DEFINIDO,,NO,,"-78,579552","-7,110444",,,,,,,,,,,,ABIERTO SIN CERCO PERIMETRICO. CON PELIGRO DE INVASION,PROPIO,PREDIOS QUE ADMINISTRA EL IPD A NIVEL NACIONAL,TERRENO CAMPO DEPORTIVO PORCONCILLO ALTO,PREDIO SIN CERCAR,AREA DEPORTIVA,TERRENO,"COMUNIDAD DE PORTONCILLO ALTO, SECTOR PORTONCILLO ALTO",5400,PARTIDA ELECTRÓNICA,11080121,SI,NO TIENE,UCR,COMUNIDAD DE PORTONCILLO ALTO,TERRENO CAMPO DEPORTIVO PORCONCILLO ALTO,TERRENO,5400,IPD,IPD,11080121,SI,SIN CONVENIO,SIN CONVENIO ADM POR IPD,NO APLICA,NO APLICA,TERRENO,NO APLICA,NO APLICA(TERRENO),,NO APLICA,NO ESPECIFICA,MNTO,,,,,,,,,,,,,,,,,,,,,
060101,CAJAMARCA,CAJAMARCA,CAJAMARCA,TERRENO CAMPO DEPORTIVO SEXEMAYO,INSTALACION DEPORTIVA Y/O RECREATIVA,,NO DEFINIDO,NO DEFINIDO,,NO,,"-78,584032","-7,16612",,,,,,,,,,,,ABIERTO SIN CERCO PERIMETRICO. CON PELIGRO DE INVASION,PROPIO,PREDIOS QUE ADMINISTRA EL IPD A NIVEL NACIONAL,TERRENO CAMPO DEPORTIVO SEXEMAYO,PREDIO SIN CERCAR,AREA DEPORTIVA,TERRENO,UBICADO EN LA PARTE NOROESTE DE CAJAMARCA,5000,PARTIDA ELECTRÓNICA,11082457,SI,NO TIENE,UCR,CAJAMARCA,TERRENO CAMPO DEPORTIVO SEXEMAYO,TERRENO,5000,IPD,IPD,11082457,SI,SIN CONVENIO,SIN CONVENIO ADM POR IPD,NO APLICA,NO APLICA,TERRENO,NO APLICA,NO APLICA(TERRENO),,NO APLICA,NO ESPECIFICA,MNTO,,,,,,,,,,,,,,,,,,,,,
060105,ENCAÑADA,CAJAMARCA,CAJAMARCA,TERRENO CAMPO DEPORTIVO LA QUISPA,INSTALACION DEPORTIVA Y/O RECREATIVA,,NO DEFINIDO,NO DEFINIDO,,NO,,"-78,310022","-7,108786",,,,,,,,,,,,ABIERTO SIN CERCO PERIMETRICO. CON PELIGRO DE INVASION,PROPIO,PREDIOS QUE ADMINISTRA EL IPD A NIVEL NACIONAL,TERRENO CAMPO DEPORTIVO LA QUISPA,PREDIO SIN CERCAR,AREA DEPORTIVA,TERRENO,"FRENTE CARRETERA ENCANADA - SAN JOSE, CASERIO LA QUISPA","4902,62",PARTIDA ELECTRÓNICA,11082458,SI,NO TIENE,UCR,FRENTE CARRETERA ENCANADA - SAN JOSE,TERRENO CAMPO DEPORTIVO LA QUISPA,TERRENO,"4902,62",IPD,PROCESO JUDICIAL CON LA FAMILIA SÁNCHEZ QUIROZ POR EL PRESUNTO DELITO CONTRA EL PATRIMONIO.,11082458,SI,SIN CONVENIO,SIN CONVENIO ADM POR OTRAS INSTITUCIONES,NO APLICA,NO APLICA,TERRENO,NO APLICA,NO APLICA(TERRENO),,NO APLICA,NO ESPECIFICA,MNTO,,,,,,,,,,,,,,,,,,,,,
060105,ENCAÑADA,CAJAMARCA,CAJAMARCA,TERRENO CAMPO DEPORTIVO VENTANILLAS DE COMBAYO,INSTALACION DEPORTIVA Y/O RECREATIVA,,NO DEFINIDO,NO DEFINIDO,,NO,,"-78,399644","-7,030742",,,,,,,,,,,,ABIERTO SIN CERCO PERIMETRICO. CON PELIGRO DE INVASION,PROPIO,PREDIOS QUE ADMINISTRA EL IPD A NIVEL NACIONAL,TERRENO CAMPO DEPORTIVO VENTANILLAS DE COMBAYO,PREDIO SIN CERCAR,AREA DEPORTIVA,TERRENO,VENTANILLA DE COMBAYO (CENTRO EDUCATIVO N°82155),"15460,26",PARTIDA ELECTRÓNICA,11074879,SI,NO TIENE,UCR,CENTRO EDUCATIVO N°82155,TERRENO CAMPO DEPORTIVO VENTANILLAS DE COMBAYO,TERRENO,"15460,26",IPD,IPD,11074879,SI,SIN CONVENIO,SIN CONVENIO ADM POR IPD,NO APLICA,NO APLICA,TERRENO,NO APLICA,NO APLICA(TERRENO),,NO APLICA,NO ESPECIFICA,MNTO,,,,,,,,,,,,,,,,,,,,,
060108,LOS BAÑOS DEL INCA,CAJAMARCA,CAJAMARCA,TERRENO CAMPO DEPORTIVO JUAN CARLOS HURTADO MILLER,INSTALACION DEPORTIVA Y/O RECREATIVA,,NO DEFINIDO,NO DEFINIDO,,NO,,"-78,469428","-7,160668",,,,,,,,,,,,ABIERTO SIN CERCO PERIMETRICO. CON PELIGRO DE INVASION,PROPIO,PREDIOS QUE ADMINISTRA EL IPD A NIVEL NACIONAL,TERRENO CAMPO DEPORTIVO JUAN CARLOS HURTADO MILLER,PREDIO SIN CERCAR,AREA DEPORTIVA,TERRENO,"CL. 5, COOP. DE VIV. JUAN CARLOS HURTADO MILLER, MZ. F",4261,PARTIDA ELECTRÓNICA,11073474,SI,NO TIENE,UCR,MZ. F COOP. DE VIV. JUAN CARLOS HURTADO MILLER,TERRENO CAMPO DEPORTIVO JUAN CARLOS HURTADO MILLER,TERRENO,4261,IPD-DDC,IPD,11073474,SI,SIN CONVENIO,SIN CONVENIO ADM POR IPD,NO APLICA,NO APLICA,TERRENO,NO APLICA,NO APLICA(TERRENO),,NO APLICA,NO ESPECIFICA,MNTO,,,,,,,,,,,,,,,,,,,,,
060306,JOSÉ GÁLVEZ,CELENDIN,CAJAMARCA,TERRENO CAMPO DEPORTIVO PAMPA 8 DE SEPTIEMBRE,INSTALACION DEPORTIVA Y/O RECREATIVA,,NO DEFINIDO,NO TIENE,,NO,,"-78,129231","-6,923966",,,,,,,,,,,,ABIERTO SIN CERCO PERIMETRICO. CON PELIGRO DE INVASION,PROPIO,PREDIOS QUE ADMINISTRA EL IPD A NIVEL NACIONAL,TERRENO CAMPO DEPORTIVO PAMPA 8 DE SEPTIEMBRE,PREDIO SIN CERCAR,AREA DEPORTIVA,TERRENO,AV. CUSICHAN,10834,PARTIDA ELECTRÓNICA,11074022,SI,NO TIENE,UCR,PAMPA 8 DE SEPTIEMBRE,TERRENO CAMPO DEPORTIVO PAMPA 8 DE SEPTIEMBRE,TERRENO,10834,ESTADO-IPD,IPD,11074022,SI,SIN CONVENIO,SIN CONVENIO ADM POR IPD,NO APLICA,NO APLICA,TERRENO,NO APLICA,NO APLICA(TERRENO),,NO APLICA,NO ESPECIFICA,MNTO,,,,,,,,,,,,,,,,,,,,,
060310,SUCRE,CELENDIN,CAJAMARCA,TERRENO CAMPO DEPORTIVO SUCRE,Cargando...,,NO DEFINIDO,NO DEFINIDO,,NO,,"-78,136414","-6,937509",,,,,,,,,,,,ABIERTO SIN CERCO PERIMETRICO. CON PELIGRO DE INVASION,PROPIO,PREDIOS QUE ADMINISTRA EL IPD A NIVEL NACIONAL,TERRENO CAMPO DEPORTIVO SUCRE,PREDIO SIN CERCAR,AREA DEPORTIVA,TERRENO,AV. LA MISERICORDIA S/N,19372,PARTIDA ELECTRÓNICA,11073544,SI,NO TIENE,UCR,AV. LA MISERICORDIA S/N,TERRENO CAMPO DEPORTIVO SUCRE,TERRENO,19372,ESTADO-IPD,MUNICIPALIDAD DISTRITAL DE SUCRE,11073544,SI,CONVENIO N° 052-2010 - TRANSFERENCIA DE PARTIDAS,CONVENIO ADM POR OTRAS INSTITUCIONES,MUNICIPALIDAD DISTRITAL DE SUCRE,NO VIGENTE,TERRENO,NO APLICA,NO APLICA(TERRENO),,NO APLICA,NO ESPECIFICA,MNTO,,,,,,,,,,,,,,,,,,,,,
060503,CUPISNIQUE,CONTUMAZA,CAJAMARCA,TERRENO CAMPO DEPORTIVO TRINIDAD DE CUPISNIQUE,INSTALACION DEPORTIVA Y/O RECREATIVA,,NO DEFINIDO,NO TIENE,,NO,,"-79,03272959","-7,349052551",,,,,,,,,,,,ABIERTO SIN CERCO PERIMETRICO. CON PELIGRO DE INVASION,PROPIO,PREDIOS QUE ADMINISTRA EL IPD A NIVEL NACIONAL,TERRENO CAMPO DEPORTIVO TRINIDAD DE CUPISNIQUE,PREDIO SIN CERCAR,AREA DEPORTIVA,TERRENO,JR. SAN MARTIN Y 1° DE MAYO,"11077,9",PARTIDA ELECTRÓNICA,P32024433,SI,NO TIENE,UCR,JR. SAN MARTIN Y 1° DE MAYO,TERRENO CAMPO DEPORTIVO TRINIDAD DE CUPISNIQUE,TERRENO,"11077,9",IPD,IPD,P32024433,SI,SIN CONVENIO,SIN CONVENIO ADM POR IPD,NO APLICA,NO APLICA,TERRENO,NO APLICA,NO APLICA(TERRENO),,NO APLICA,NO ESPECIFICA,MNTO,,,,,,,,,,,,,,,,,,,,,
060601,CUTERVO,CUTERVO,CAJAMARCA,TERRENO CAMPO DEPORTIVO CONGA DE ALLANGA,Cargando...,,NO DEFINIDO,NO DEFINIDO,,NO,,"-78,8602624","-6,398317081",,,,,,,,,,,,U  TRANSFERIDO A LA MUNICIPALIDAD PROVINCIAL DE CUTERVO ( RESOLUCION N° 115-2010/PCM ),PROPIO,PREDIOS QUE ADMINISTRA EL IPD A NIVEL NACIONAL,TERRENO CAMPO DEPORTIVO CONGA DE ALLANGA,PREDIO SIN CERCAR,AREA DEPORTIVA,TERRENO,CAMPO DEPORTIVO CONGA DE ALLANGA (CENTRO EDUCATIVO N°10251),3600,PARTIDA ELECTRÓNICA,11043978,SI,NO TIENE,UCR,CENTRO EDUCATIVO N°10251,TERRENO CAMPO DEPORTIVO CONGA DE ALLANGA,TERRENO,3600,IPD,IPD,11043978,SI,SIN CONVENIO,SIN CONVENIO ADM POR IPD,NO APLICA,NO APLICA,TERRENO,NO APLICA,NO APLICA(TERRENO),,NO APLICA,NO ESPECIFICA,MNTO,,,,,,,,,,,,,,,,,,,,,
060601,CUTERVO,CUTERVO,CAJAMARCA,TERRENO CAMPO DEPORTIVO DE LANCHE,INSTALACION DEPORTIVA Y/O RECREATIVA,,NO DEFINIDO,NO DEFINIDO,,NO,,"-78,87087","-6,381974",,,,,,,,,,,,ABIERTO SIN CERCO PERIMETRICO. CON PELIGRO DE INVASION,PROPIO,PREDIOS QUE ADMINISTRA EL IPD A NIVEL NACIONAL,TERRENO CAMPO DEPORTIVO DE LANCHE,PREDIO SIN CERCAR,AREA DEPORTIVA,TERRENO,"ESTANCIA DE LANCHE, CENTRO POBALDO LA ESTANCIA DE LANCHE","1990,24",PARTIDA ELECTRÓNICA,11074937,SI,NO TIENE,UCR,ESTANCIA DE LANCHE,TERRENO CAMPO DEPORTIVO DE LANCHE,TERRENO,"1990,24",ESTADO-IPD,IPD,11074937,SI,SIN CONVENIO,SIN CONVENIO ADM POR IPD,NO APLICA,NO APLICA,TERRENO,NO APLICA,NO APLICA(TERRENO),,NO APLICA,NO ESPECIFICA,MNTO,,,,,,,,,,,,,,,,,,,,,
060601,CUTERVO,CUTERVO,CAJAMARCA,TERRENO CAMPO DEPORTIVO ESTANCIA DE RAYME,INSTALACION DEPORTIVA Y/O RECREATIVA,OTROS,NO DEFINIDO,NO DEFINIDO,,NO,,"-78,8179","-6,4132",,,,,,,,,,,,ABIERTO SIN CERCO PERIMETRICO. CON PELIGRO DE INVASION,PROPIO,PREDIOS QUE ADMINISTRA EL IPD A NIVEL NACIONAL,TERRENO CAMPO DEPORTIVO ESTANCIA DE RAYME,PREDIO SIN CERCAR,AREA DEPORTIVA,TERRENO,"CL. S/N (C.E.N°10250), CENTRO POBLADO ESTANCIA DE RAYME",4200,PARTIDA ELECTRÓNICA,11043977,SI,NO TIENE,UCR,C.E.N°10250,TERRENO CAMPO DEPORTIVO ESTANCIA DE RAYME,TERRENO,4200,IPD,IPD,11043977,SI,SIN CONVENIO,SIN CONVENIO ADM POR IPD,NO APLICA,NO APLICA,TERRENO,NO APLICA,NO APLICA(TERRENO),,NO APLICA,NO ESPECIFICA,MNTO,,,,,,,,,,,,,,,,,,,,,
060605,LA RAMADA,CUTERVO,CAJAMARCA,TERRENO CAMPO DEPORTIVO LA RAMADA LLUSHCAPAMPA,INSTALACION DEPORTIVA Y/O RECREATIVA,OTROS,NO DEFINIDO,NO DEFINIDO,,NO,,"-79,29514656","-6,630371112",,,,,,,,,,,,ABIERTO SIN CERCO PERIMETRICO. CON PELIGRO DE INVASION,PROPIO,PREDIOS QUE ADMINISTRA EL IPD A NIVEL NACIONAL,TERRENO CAMPO DEPORTIVO LA RAMADA LLUSHCAPAMPA,PREDIO SIN CERCAR,AREA DEPORTIVA,TERRENO,"JR. JOSE CARLOS MARIATEGUI, CENTRO POBLADO LUSHCAPAMPA",5400,PARTIDA ELECTRÓNICA,11045334,SI,NO TIENE,UCR,CENTRO POBLADO LUSHCAPAMPA,TERRENO CAMPO DEPORTIVO LA RAMADA LLUSHCAPAMPA,TERRENO,5400,IPD,IPD,11045334,SI,SIN CONVENIO,SIN CONVENIO ADM POR IPD,NO APLICA,NO APLICA,TERRENO,NO APLICA,NO APLICA(TERRENO),,NO APLICA,NO ESPECIFICA,MNTO,,,,,,,,,,,,,,,,,,,,,
060703,HUALGAYOC,HUALGAYOC,CAJAMARCA,TERRENO CAMPO DEPORTIVO CERRO DE JESUS-HUALGAYOC,Cargando...,OTROS,NO DEFINIDO,NO DEFINIDO,,NO,,"-78,609547","-6,76512",,,,,,,,,,,,ABIERTO SIN CERCO PERIMETRICO. CON PELIGRO DE INVASION,PROPIO,PREDIOS QUE ADMINISTRA EL IPD A NIVEL NACIONAL,TERRENO CAMPO DEPORTIVO CERRO DE JESUS-HUALGAYOC,PREDIO SIN CERCAR,AREA DEPORTIVA,TERRENO,CERRO DE JESUS,3600,PARTIDA ELECTRÓNICA,11045333,SI,NO TIENE,UCR,CERRO DE JESUS,TERRENO CAMPO DEPORTIVO CERRO DE JESÚS-HUALGAYOC,TERRENO,3600,IPD,IPD,11045333,SI,SIN CONVENIO,SIN CONVENIO ADM POR IPD,NO APLICA,NO APLICA,TERRENO,NO APLICA,NO APLICA(TERRENO),,NO APLICA,NO ESPECIFICA,MNTO,,,,,,,,,,,,,,,,,,,,,
061005,ICHOCAN,SAN MARCOS,CAJAMARCA,TERRENO CAMPO DEPORTIVO ICHOCAN,INSTALACION DEPORTIVA Y/O RECREATIVA,OTROS,NO DEFINIDO,CAMPO DEPORTIVO DE FUTBOL,,NO,,"-78,128892","-7,361055",,,,,,,,,,,,ABIERTO CON CERCO PERIMETRICO DETERIORADO,PROPIO,PREDIOS QUE ADMINISTRA EL IPD A NIVEL NACIONAL,TERRENO CAMPO DEPORTIVO ICHOCAN,PREDIO SIN CERCAR,AREA DEPORTIVA,TERRENO,UBICADO AL NORTE DE LA CIUDAD ICHOCAN,18420,PARTIDA ELECTRÓNICA,11080117,SI,NO TIENE,UCR,ICHOCAN,TERRENO CAMPO DEPORTIVO ICHOCAN,TERRENO,18420,IPD,IPD,11080117,SI,SIN CONVENIO,SIN CONVENIO ADM POR IPD,NO APLICA,NO APLICA,TERRENO,NO APLICA,NO APLICA(TERRENO),,NO APLICA,NO ESPECIFICA,MNTO,,,,,,,,,,,,,,,,,,,,,
061002,CHANCAY,SAN MARCOS,CAJAMARCA,TERRENO CAMPO DEPORTIVO CHANCAY,INSTALACION DEPORTIVA Y/O RECREATIVA,OTROS,NO DEFINIDO,CAMPO DEPORTIVO DE FUTBOL,,NO,,"-78,126225","-7,392041",,,,,,,,,,,,ABIERTO CON CERCO PERIMETRICO DETERIORADO,PROPIO,PREDIOS QUE ADMINISTRA EL IPD A NIVEL NACIONAL,TERRENO CAMPO DEPORTIVO CHANCAY,PREDIO SIN CERCAR,AREA DEPORTIVA,TERRENO,CALLE CHANCAY,21064,PARTIDA ELECTRÓNICA,11073933,SI,NO TIENE,UCR,CALLE CHANCAY,TERRENO CAMPO DEPORTIVO CHANCAY,TERRENO,21064,IPD,IPD,11073933,SI,SIN CONVENIO,SIN CONVENIO ADM POR IPD,NO APLICA,NO APLICA,TERRENO,NO APLICA,NO APLICA(TERRENO),,NO APLICA,NO ESPECIFICA,MNTO,,,,,,,,,,,,,,,,,,,,,
061002,CHANCAY,SAN MARCOS,CAJAMARCA,TERRENO CAMPO DEPORTVO PLOMO POMARONGO - CHANCAY,INSTALACION DEPORTIVA Y/O RECREATIVA,OTROS,NO DEFINIDO,NO TIENE,,NO,,"-78,068546","-7,413987",,,,,,,,,,,,ABIERTO SIN CERCO PERIMETRICO. CON PELIGRO DE INVASION,PROPIO,PREDIOS QUE ADMINISTRA EL IPD A NIVEL NACIONAL,TERRENO CAMPO DEPORTVO PLOMO POMARONGO - CHANCAY,PREDIO SIN CERCAR,AREA DEPORTIVA,TERRENO,C.P. EL PLOMO POMARONGO,"1908,5",PARTIDA ELECTRÓNICA,11073929,SI,NO TIENE,UCR,C.P. EL PLOMO POMARONGO,TERRENO CAMPO DEPORTVO PLOMO POMARONGO - CHANCAY,TERRENO,"1908,5",ESTADO-IPD,IPD,11073929,SI,SIN CONVENIO,SIN CONVENIO ADM POR IPD,NO APLICA,NO APLICA,TERRENO,NO APLICA,NO APLICA(TERRENO),,NO APLICA,NO ESPECIFICA,MNTO,,,,,,,,,,,,,,,,,,,,,
061001,PEDRO GÁLVEZ,SAN MARCOS,CAJAMARCA,TERRENO CAMPO DEPORTIVO 25 DE ABRIL - SAN MARCOS,INSTALACION DEPORTIVA Y/O RECREATIVA,OTROS,NO DEFINIDO,NO TIENE,,NO,,"-78,164833","-7,336785",,,,,,,,,,,,ABIERTO SIN CERCO PERIMETRICO. CON PELIGRO DE INVASION,PROPIO,PREDIOS QUE ADMINISTRA EL IPD A NIVEL NACIONAL,TERRENO CAMPO DEPORTIVO 25 DE ABRIL - SAN MARCOS,PREDIO SIN CERCAR,AREA DEPORTIVA,TERRENO,"AV. ESPANA Y RAMON CASTILLA, URB. 25 ABRIL, CENTRO POBLADO CERCADO SAN MARCOS, LOTE 1 MZ 17","4659,4",PARTIDA ELECTRÓNICA,P32018690,SI,NO TIENE,UCR,AV. ESPANA Y RAMON CASTILLA-URB. 25 ABRIL,TERRENO CAMPO DEPORTIVO 25 DE ABRIL - SAN MARCOS,TERRENO,"4659,4",IPD,DIRECCIÓN REGIONAL DE EDUCACIÓN DE CAJAMARCA,P32018690,SI,CONVENIO N° 058-2022 - COOPERACION INTERINSTITUCIONAL,CONVENIO ADM POR OTRAS INSTITUCIONES,DIRECCION REGIONAL DE EDUCACION DE CAJAMARCA,NO VIGENTE,TERRENO,NO APLICA,NO APLICA(TERRENO),,NO APLICA,NO ESPECIFICA,MNTO,,,,,,,,,,,,,,,,,,,,,
061112,TONGOD,SAN MIGUEL,CAJAMARCA,TERRENO CAMPO DEPORTIVO CHILAL DE LA MERCED,INSTALACION DEPORTIVA Y/O RECREATIVA,OTROS,NO DEFINIDO,CAMPO DEPORTIVO DE FUTBOL,,NO,,"-78,837267","-6,732535",,,,,,,,,,,,ABIERTO SIN CERCO PERIMETRICO. CON PELIGRO DE INVASION,PROPIO,PREDIOS QUE ADMINISTRA EL IPD A NIVEL NACIONAL,TERRENO CAMPO DEPORTIVO CHILAL DE LA MERCED,PREDIO SIN CERCAR,AREA DEPORTIVA,TERRENO,"CASERIO CHILAL DE LA MERCED, CASERIO CHILAL DE LA MERCED",4140,PARTIDA ELECTRÓNICA,11074882,SI,NO TIENE,UCR,CASERIO CHILAL DE LA MERCED,TERRENO CAMPO DEPORTIVO CHILAL DE LA MERCED,TERRENO,4140,IPD,IPD,11074882,SI,SIN CONVENIO,SIN CONVENIO ADM POR IPD,NO APLICA,NO APLICA,TERRENO,NO APLICA,NO APLICA(TERRENO),,NO APLICA,NO ESPECIFICA,MNTO,,,,,,,,,,,,,,,,,,,,,
061112,TONGOD,SAN MIGUEL,CAJAMARCA,TERRENO CAMPO DEPORTIVO TONGOD,INSTALACION DEPORTIVA Y/O RECREATIVA,OTROS,NO DEFINIDO,CAMPO DEPORTIVO DE FUTBOL,,NO,,"-78,82618","-6,754045",,,,,,,,,,,,ABIERTO SIN CERCO PERIMETRICO. CON PELIGRO DE INVASION,PROPIO,PREDIOS QUE ADMINISTRA EL IPD A NIVEL NACIONAL,TERRENO CAMPO DEPORTIVO TONGOD,PREDIO SIN CERCAR,AREA DEPORTIVA,TERRENO,AV. STA CRUZ Y JR. AMAZONAS,18600,PARTIDA ELECTRÓNICA,11080074,SI,NO TIENE,UCR,AV. STA CRUZ Y JR. AMAZONAS,TERRENO CAMPO DEPORTIVO TONGOD,TERRENO,18600,IPD,IPD,11080074,SI,SIN CONVENIO,SIN CONVENIO ADM POR IPD,NO APLICA,NO APLICA,TERRENO,NO APLICA,NO APLICA(TERRENO),,NO APLICA,NO ESPECIFICA,MNTO,,,,,,,,,,,,,,,,,,,,,
